name,url,error_orig,type_error_orig,error_app,type_error_app,pdfs,pdf_avec_criteres
Mener des actions de politique internationale en matière d'eau (projets et aides d'urgence),/aides/401f-la-politique-internationale-cooperation-decen/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Mettre en place des relais classes d'eau pour éduquer à la citoyenneté et favoriser les changements de comportements,/aides/fa30-education-a-la-citoyennete-relais-classes-dea/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Mettre en place partenariats éducatifs ; classes d'eau non scolaires et formations pour éduquer à la citoyenneté et favoriser les changements de comportements,/aides/04c2-education-a-la-citoyennete-partenariats-educa/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Soutenir les salaires des contrats d’insertion liés à la préservation et l’entretien des milieux aquatiques,/aides/243c-soutien-a-lemploi-salaire/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Soutenir le fonctionnement et la formation des encadrants en charge de la préservation et l’entretien des milieux aquatiques,/aides/8d62-soutien-a-lemploi-fonctionnement-formation-de/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Améliorer la connaissance du fonctionnement et l'état des systèmes d’assainissement,/aides/483a-reduction-des-pollutions-domestiques-et-gesti/,False,Unknown error,False,Unknown error,[],False
Optimiser l’organisation et la gestion technique et financière des services d’assainissement,/aides/edb0-reduction-des-pollutions-domestiques-et-gesti/,False,Unknown error,False,Unknown error,[],False
Assurer le bon acheminement des eaux usées collectées jusqu'à la station d'épuration,/aides/fb0d-ameliorer-la-connaissance-du-fonctionnement-e/,True,,False,Unknown error,[],False
Favoriser une gestion à la source des eaux pluviales,/aides/a8b2-assurer-le-bon-acheminement-des-eaux-usees-co/,False,Unknown error,False,Unknown error,[],False
Réduire les pollutions ponctuelles liées aux activités portuaires,/aides/ce37-optimiser-lorganisation-et-la-gestion-techniq/,False,Unknown error,False,Unknown error,[],False
Soutenir l'appui technique aux collectivités dans le domaine de l'assainissement,/aides/7831-reduire-les-pollutions-ponctuelles-liees-aux-/,False,Unknown error,False,Unknown error,[],False
Protéger la ressource destinée à l'alimentation en eau potable,/aides/a01a-reduire-les-pollutions-ponctuelles-liees-aux-/,False,Unknown error,False,Unknown error,[],False
Améliorer la qualité de l'eau potable distribuée,/aides/769f-proteger-la-ressource-destinee-a-lalimentatio/,False,Unknown error,False,Unknown error,[],False
Soutenir l'appui technique aux collectivités dans le domaine de l'eau potable,/aides/bbd2-ameliorer-la-qualite-de-leau-potable-distribu/,False,Unknown error,False,Unknown error,[],False
Apporter un appui technique aux collectivités dans le domaine de la gestion des milieux aquatiques,/aides/592f-soutenir-lappui-technique-aux-collectivites-d/,False,Unknown error,False,Unknown error,[],False
Améliorer la connaissance locale dans le domaine de la gestion des milieux aquatiques,/aides/d237-apporter-un-appui-technique-aux-collectivites/,False,Unknown error,False,Unknown error,[],False
Mettre en oeuvre les programmes pluriannuels dans le domaine de la gestion des milieux aquatiques,/aides/53c5-ameliorer-la-connaissance-locale-dans-le-doma/,False,Unknown error,False,Unknown error,[],False
Améliorer la continuité écologique,/aides/f1f3-mettre-en-oeuvre-les-programmes-pluriannuels-/,False,Unknown error,False,Unknown error,[],False
"Définir et mettre en œuvre des plans de gestion ""zones humides""",/aides/c235-ameliorer-la-continuite-ecologique/,False,Unknown error,False,Unknown error,[],False
Accompagner les gestionnaires des milieux humides des réseaux CATZH (cellule d'assistance technique à la gestion des zones humides),/aides/3c12-definir-et-mettre-en-oeuvre-des-plans-de-gest/,False,Unknown error,False,Unknown error,[],False
Préserver et restaurer les espèces aquatiques et leurs habitats,/aides/149c-accompagner-les-gestionnaires-des-milieux-hum/,False,Unknown error,False,Unknown error,[],False
Elaborer et animer un outil de gestion intégrée,/aides/502b-ameliorer-la-connaissance-locale-dans-le-doma/,False,Unknown error,False,Unknown error,[],False
Accompagner les acteurs de l'urbanisme à la prise en compte de l'eau,/aides/129f-elaborer-et-animer-un-outil-de-gestion-integr/,True,,True,,['https://eau-grandsudouest.fr/sites/default/files/2021-12/73-21_6_de%CC%81lib_re%CC%81vision_11e%CC%80_L29_V3.pdf'],True
Assurer le traitement des eaux pluviales collectées,/aides/443e-assurer-un-traitement-conforme-des-eaux-usees/,False,Unknown error,False,Unknown error,[],False
Favoriser une politique de gestion intégrée des eaux pluviales,/aides/ba1f-assurer-le-traitement-des-eaux-pluviales-coll/,False,Unknown error,False,Unknown error,[],False
Désimperméabiliser et mettre en oeuvre des techniques alternatives de gestion des eaux pluviales,/aides/0605-favoriser-une-politique-de-gestion-integree-d/,True,,True,,['https://eau-grandsudouest.fr/sites/default/files/2021-12/68-21_1_%20De%CC%81lib_Ligne%2011_12_15_16__assainissement_octobre.pdf'],True
Aider à la gestion concertée de la ressource en eau,/aides/d16e-aider-a-la-gestion-concertee-de-la-ressource-/,False,Unknown error,False,Unknown error,[],False
Accompagner les économies d'eau et la gestion patrimoniale pour l'eau potable,/aides/d305-aider-a-la-gestion-concertee-de-la-ressource-/,False,Unknown error,False,Unknown error,[],False
Accompagner les économies d'eau et la gestion des prélèvements en agriculture,/aides/5ffc-accompagner-les-economies-deau-et-la-gestion-/,False,Unknown error,False,Unknown error,[],False
Accompagner les économies d'eau et la gestion des prélèvements pour l'industrie,/aides/4789-accompagner-les-economies-deau-et-la-gestion-/,False,Unknown error,False,Unknown error,[],False
"Mobiliser, aménager ou créer des réserves collectives en eau",/aides/30c5-accompagner-les-economies-deau-et-la-gestion-/,False,Unknown error,False,Unknown error,[],False
"Réutiliser, recycler et transférer les prélèvements dans le domaine de l'eau potable",/aides/1c25-garantir-lapprovisionnement-en-eau-potable-en/,False,Unknown error,False,Unknown error,[],False
"Réutiliser, recycler et transférer les prélèvements dans le domaine agricole",/aides/6613-reutiliser-recycler-et-transferer-les-preleve/,False,Unknown error,False,Unknown error,[],False
"Réutiliser, recycler et transférer les prélèvements en eau dans le domaine industriel",/aides/3934-reutiliser-recycler-et-transferer-les-preleve/,False,Unknown error,False,Unknown error,[],False
"Permettre une gouvernance locale et un programme adaptés aux enjeux ""eau"" dans la réduction des pollutions agricoles",/aides/bc05-reutiliser-recycler-et-transferer-les-preleve/,False,Unknown error,False,Unknown error,[],False
Soutenir l'acquisition d'équipements et de matériels performants et économes dans la réduction des pollutions agricoles,/aides/6ffb-permettre-une-gouvernance-locale-et-un-progra/,False,Unknown error,False,Unknown error,[],False
Faciliter la maîtrise foncière dans la réduction des pollutions agricoles,/aides/eb10-permettre-une-gouvernance-locale-et-un-progra/,False,Unknown error,False,Unknown error,[],False
Aménager l'espace pour réduire les pollutions agricoles,/aides/1571-faciliter-la-maitrise-fonciere-dans-la-reduct/,False,Unknown error,False,Unknown error,[],False
Accompagner le plan Ecophyto II pour réduire les pollutions agricoles,/aides/1b7e-amenager-lespace-pour-reduire-les-pollutions-/,True,,False,Unknown error,['https://eau-grandsudouest.fr/sites/default/files/2021-12/70-21_3_Delib_L18_agriculture_octobre.pdf'],True
Soutenir un conseil et des investissements liés à l'agroécologie pour réduire les pollutions agricoles,/aides/4013-accompagner-le-plan-ecophyto-ii-pour-reduire-/,True,,False,Unknown error,['https://eau-grandsudouest.fr/sites/default/files/2021-12/70-21_3_Delib_L18_agriculture_octobre.pdf'],True
Accompagner les études générales et la recherche appliquée sur l'eau,/aides/1d97-soutenir-un-conseil-et-des-investissements-li/,False,Unknown error,False,Unknown error,[],False
Accompagner les connaissances environnementales : réseaux de surveillance et données sur l'eau,/aides/1096-accompagner-les-etudes-generales-et-la-recher/,False,Unknown error,False,Unknown error,[],False
"Accompagner les projets de solidarité et favoriser l'accès à l'eau potable, à l'hygiène et à l'assainissement",/aides/e630-accompagner-les-connaissances-environnemental/,False,Unknown error,False,Unknown error,[],False
Accompagner les partenariats institutionnels pour promouvoir la gestion intégrée de l'eau et le dispositif Oudin-Santini,/aides/48db-accompagner-les-projets-de-solidarite-et-favo/,False,Unknown error,False,Unknown error,[],False
"Accompagner les actions de communication, d'information, de sensibilisation et d'éducation à l'eau et aux milieux aquatiques",/aides/616c-faciliter-la-maitrise-fonciere-dans-la-reduct/,True,,False,Unknown error,[],False
Garantir l'approvisionnement en eau potable en restructurant les systèmes,/aides/119c-garantir-lapprovisionnement-en-eau-potable-en/,False,Unknown error,False,Unknown error,[],False
Assurer un traitement conforme des eaux usées avant leur restitution au milieu naturel,/aides/6a08-assurer-un-traitement-conforme-des-eaux-usees/,True,,False,Unknown error,['https://eau-grandsudouest.fr/sites/default/files/2021-12/68-21_1_%20De%CC%81lib_Ligne%2011_12_15_16__assainissement_octobre.pdf'],True
Mettre en place une assistance Technique Départementale ou missions boues,/aides/13a8-assistance-technique-departementale-ou-missio/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Réhabiliter les réseaux d'eau,/aides/560d-la-rehabilitation-des-reseaux/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Réaliser des branchements pour les réseaux d’assainissement (domaine privé),/aides/9585-branchements-domaine-prive/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Mettre en place la collecte séparative des urines,/aides/1d11-collecte-separative-des-urines/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
"Réaliser des travaux pour la création d'un 1er système d'assainissement - assainissement, gestion du temps de pluie et nature en ville",/aides/2394-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url not starting with http,[],False
Réaliser une étude pour vos actions d'assainissement et de gestion du temps de pluie,/aides/4d70-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
"Améliorer le système d'assainissement - assainissement, gestion du temps de pluie et nature en ville",/aides/a373-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url not starting with http,[],False
"Traiter les effluents non domestiques - assainissement, gestion du temps de pluie et nature en ville",/aides/cf8f-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
